Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2920,310,15,437,20,2704,179,229,190,1324,Commanche,7700
2882,64,20,379,115,1718,234,195,84,1862,Commanche,7757
3394,25,18,595,169,3305,208,199,123,1872,Commanche,8772
3122,18,13,108,19,4140,210,213,138,1749,Rawah,7202
3164,1,13,192,41,3196,201,215,151,2413,Commanche,7755
3469,150,21,247,62,4022,241,234,112,3867,Commanche,7757
2860,181,17,256,98,4084,224,248,151,5317,Rawah,7746
2805,326,11,319,83,2395,194,228,174,1794,Commanche,7757
2449,111,23,212,89,824,252,207,70,1146,Cache,2706
2583,15,7,0,0,1465,214,225,148,997,Rawah,6101
2468,331,37,268,67,1173,112,170,182,834,Commanche,4703
3369,286,21,247,24,5242,157,234,215,932,Rawah,8772
3199,212,14,569,123,5980,207,253,178,2254,Rawah,7746
3014,22,5,741,95,5377,217,229,149,5485,Rawah,7102
3042,286,30,417,219,1230,124,223,232,1177,Commanche,7757
2782,137,16,67,18,3151,243,233,114,5001,Rawah,7745
3126,70,17,339,33,2761,236,205,96,2821,Commanche,7756
3003,41,4,210,-18,1224,220,230,146,774,Commanche,7202
3192,201,7,446,101,3840,217,247,165,907,Commanche,7790
2921,129,19,85,29,3483,247,225,98,2791,Rawah,7745
3263,67,16,541,56,1583,234,206,99,2818,Commanche,7756
2711,274,15,127,35,470,180,243,202,395,Rawah,7745
3067,141,22,120,12,4711,246,228,98,3013,Rawah,7745
2765,165,17,0,0,2742,233,243,136,2282,Rawah,7746
3241,1,11,751,38,1728,205,220,152,966,Commanche,7755
2866,50,4,454,54,2268,222,231,145,1884,Rawah,4744
3144,184,22,216,38,2627,219,249,151,3313,Rawah,7201
2918,20,15,474,70,976,208,207,133,1385,Commanche,7757
3032,209,8,514,122,1851,214,248,169,2364,Commanche,7756
2125,73,39,234,175,277,231,137,0,127,Cache,2702
2871,85,33,90,-32,537,245,166,23,553,Rawah,7201
2299,355,20,474,210,601,183,200,151,484,Cache,2717
3176,315,3,30,2,4484,211,237,164,1786,Rawah,7202
2972,204,13,297,53,5404,212,252,172,3328,Rawah,7745
2939,232,15,335,43,5810,194,252,193,6346,Rawah,7745
2978,59,11,60,14,2250,228,218,121,1036,Commanche,7755
3144,220,18,510,60,3271,196,254,190,1846,Commanche,7757
3027,22,8,537,88,6309,215,222,144,3859,Rawah,7745
3185,359,20,782,9,1315,187,200,147,1600,Commanche,7757
2991,81,6,451,72,4842,228,230,136,6119,Rawah,4744
2761,66,6,323,3,2586,226,228,137,5927,Rawah,4744
2774,127,26,120,58,3242,252,213,72,1734,Rawah,7745
2858,203,12,210,37,4395,214,251,170,4979,Rawah,7745
2873,223,19,127,41,960,192,254,193,1652,Commanche,2705
2640,24,8,421,0,918,216,224,144,914,Commanche,2703
3289,163,9,360,71,2977,229,243,146,2326,Rawah,7745
3141,1,21,90,15,551,184,195,144,2047,Neota,7201
3390,150,22,42,7,2707,242,233,108,607,Commanche,8772
2665,337,16,60,16,1172,184,217,171,2053,Rawah,4744
2968,251,29,95,52,2763,145,245,229,2212,Commanche,7757
3317,300,16,42,13,3529,173,232,198,1657,Commanche,7756
2955,250,21,218,128,5188,170,250,214,4932,Rawah,4744
2728,46,16,469,61,516,223,202,108,1127,Commanche,4704
3360,66,11,228,38,2021,231,218,118,3435,Rawah,8771
2838,40,12,323,1,1092,221,214,126,2380,Rawah,7745
2867,33,19,150,57,2632,213,194,110,1801,Rawah,7745
3276,207,22,408,55,1855,200,254,180,3494,Rawah,7745
2977,4,21,630,108,2379,187,194,139,1928,Commanche,7700
3048,117,12,655,221,1260,240,229,117,755,Rawah,7745
3322,10,7,421,-9,1421,213,227,151,1905,Neota,8771
2987,24,3,752,143,1237,218,233,152,2212,Commanche,7756
2889,191,1,408,58,2470,219,239,157,2554,Rawah,7745
2694,62,6,60,-1,1390,225,228,138,624,Commanche,7755
3231,45,4,648,59,4173,221,231,147,1921,Rawah,7745
2949,70,11,532,108,984,232,218,117,2106,Rawah,4744
3202,108,10,85,2,4499,238,228,120,2118,Rawah,7202
2806,105,21,256,51,1852,250,209,78,2803,Rawah,7745
3190,302,8,67,6,342,199,237,177,1116,Neota,7202
3254,333,19,524,154,3421,172,211,176,3436,Commanche,7700
2828,225,7,600,96,42,211,247,173,1731,Commanche,4703
3225,93,9,162,0,4561,235,226,123,2216,Rawah,7202
2769,137,30,60,13,1360,249,213,69,1585,Commanche,7757
3068,263,16,480,139,5974,178,246,206,1583,Rawah,7745
3040,79,8,277,14,1176,231,225,126,2679,Rawah,7745
2963,346,9,594,93,2912,203,226,161,1698,Rawah,4744
3308,171,12,390,108,3207,228,245,147,547,Commanche,7756
2449,331,16,0,0,1766,180,218,177,319,Commanche,4703
2982,26,31,255,81,2192,188,156,86,1800,Commanche,7757
2832,27,14,150,40,2375,213,208,128,3097,Rawah,4744
3169,124,14,234,30,3734,243,229,113,301,Commanche,7757
2856,311,25,256,101,3756,144,212,205,1068,Rawah,7745
2880,33,14,503,125,1380,216,208,124,902,Commanche,7710
3375,165,7,190,36,1719,226,242,150,3207,Neota,8771
2788,29,10,120,9,1624,217,219,137,2514,Commanche,7702
3064,10,4,457,60,5810,215,231,153,4214,Rawah,7745
2854,71,23,150,-8,331,238,188,69,1734,Rawah,7746
2807,296,30,216,128,1907,122,215,226,1239,Commanche,4758
3349,284,17,886,222,3946,170,238,207,2363,Commanche,7755
3122,145,13,134,14,430,238,238,128,1900,Rawah,7201
2742,235,31,60,0,1655,153,249,219,1176,Commanche,4758
3279,217,10,451,52,4183,210,250,175,2156,Rawah,7202
2952,34,22,400,157,4365,210,185,100,842,Rawah,7745
2868,84,7,0,0,1455,231,227,129,2649,Commanche,7102
2532,190,16,120,-17,1392,218,251,161,1337,Commanche,2705
2795,51,6,600,65,2766,223,227,139,1756,Commanche,7756
3004,111,20,242,67,977,250,214,84,1072,Commanche,7756
2827,358,19,85,16,700,187,202,149,408,Commanche,7755
2991,258,22,534,170,1253,162,247,219,300,Commanche,4758
2414,317,27,120,62,1031,140,205,200,1200,Cache,4703
3079,314,26,120,0,2989,143,211,203,2521,Rawah,7700
2936,9,17,297,75,3810,198,203,139,2621,Rawah,7746
2398,235,20,330,128,1054,181,253,204,335,Cache,4703
3051,356,21,331,192,752,182,198,150,3116,Commanche,7700
2977,5,15,781,182,2760,200,210,146,1431,Commanche,7756
2919,248,21,268,99,2268,170,250,214,1883,Commanche,4758
3370,206,32,741,-96,3726,184,249,180,2333,Rawah,8772
2981,125,18,330,38,2550,247,224,99,2661,Commanche,7757
3027,33,11,300,23,5181,218,216,133,4403,Rawah,7745
3128,290,12,390,20,2291,185,238,193,2520,Commanche,7756
2840,76,10,335,22,3650,233,220,118,6177,Rawah,4744
3193,158,18,319,-137,424,236,240,127,3599,Neota,7701
2755,199,9,30,5,1208,217,248,165,878,Commanche,7202
2738,201,26,67,15,2630,199,252,174,2313,Rawah,7746
2616,13,19,67,24,949,198,197,132,3168,Rawah,7745
2775,70,22,30,11,1366,238,190,72,1812,Commanche,4758
2863,322,6,255,5,2958,205,234,168,2514,Rawah,7202
2185,48,33,180,90,564,212,151,49,825,Cache,2702
2786,54,16,488,-28,1723,228,203,104,2527,Rawah,4744
3002,283,11,150,37,285,191,241,190,755,Rawah,7201
3066,314,13,192,7,3734,185,230,185,859,Commanche,7201
2654,33,8,180,3,1315,219,222,139,6086,Rawah,4744
2374,16,17,255,62,1371,203,203,133,350,Cache,2717
2937,225,3,309,91,2099,216,242,163,1181,Commanche,7790
2846,178,8,108,9,2920,224,245,155,2297,Rawah,4744
3155,47,16,270,37,2765,224,204,110,1061,Commanche,7201
2861,335,12,60,23,1631,193,224,170,1273,Commanche,7756
2564,184,21,180,55,2042,220,249,152,870,Commanche,2705
3071,29,12,90,2,1380,216,214,133,3102,Commanche,7202
2659,10,17,127,26,150,199,203,138,765,Rawah,7745
3249,16,8,108,-1,3154,213,223,146,2732,Commanche,8772
2982,149,11,362,74,4091,235,239,134,2310,Rawah,4744
2974,32,6,404,50,3723,219,226,144,1583,Rawah,7745
3168,81,9,175,3,5331,232,225,125,2270,Rawah,7201
3206,338,5,134,-18,3971,209,233,162,1371,Rawah,7201
2757,343,19,127,22,1527,179,208,166,2106,Commanche,7757
3248,62,6,402,50,1047,225,228,138,1510,Neota,7756
3148,332,5,42,2,4905,209,234,163,2686,Rawah,7202
2683,24,8,153,7,1824,216,222,143,5343,Rawah,7745
3210,165,12,42,5,4169,230,244,143,3218,Commanche,7201
2555,90,5,218,10,547,228,231,137,1383,Rawah,4201
2934,237,32,382,242,2206,147,247,223,1180,Commanche,4758
3057,117,8,162,53,6537,235,232,129,3183,Rawah,7745
2877,221,16,295,133,2856,199,253,188,1176,Commanche,2705
2778,145,22,127,49,3534,244,230,104,1448,Rawah,7745
3104,189,9,466,-13,2337,221,247,160,1639,Commanche,4758
3289,87,9,30,3,1325,234,224,121,1276,Commanche,7755
3371,264,7,366,89,1998,203,243,179,2998,Rawah,8776
2715,186,11,0,0,1366,222,248,159,2210,Rawah,7102
3060,242,14,309,43,3062,193,251,195,899,Commanche,7756
3007,231,20,228,-29,3181,186,254,200,1802,Commanche,4758
2938,297,22,247,74,1879,154,227,211,1052,Commanche,7755
3003,308,8,454,-31,1679,198,235,177,1865,Commanche,7755
2428,246,14,60,34,532,190,250,197,990,Commanche,2705
3279,271,16,210,58,2069,175,243,207,3275,Rawah,7745
3351,180,16,547,145,1560,224,248,151,1719,Commanche,7756
3371,343,12,212,6,2580,195,221,165,2438,Commanche,8771
2837,65,10,201,0,1209,230,221,123,2408,Rawah,7745
2838,80,13,218,46,4319,237,217,109,5284,Rawah,7745
3167,231,12,228,24,4387,200,251,187,902,Rawah,7746
3250,164,15,295,62,1106,233,243,137,2621,Rawah,7201
3125,156,8,0,0,1340,229,241,145,2120,Rawah,7202
3158,347,8,85,6,4918,206,228,160,2656,Rawah,7202
2990,222,29,120,43,1328,171,252,203,1114,Commanche,4758
2401,68,21,361,94,892,236,192,77,872,Cache,2703
3020,324,23,335,-20,1889,157,210,189,1615,Commanche,7757
2366,312,28,256,159,1291,134,207,207,908,Cache,4703
3136,81,6,242,-5,4631,228,230,136,1895,Rawah,7101
2908,54,23,150,81,2539,226,185,81,1999,Commanche,7757
2454,115,12,30,1,882,240,228,117,708,Commanche,2705
2979,47,8,190,6,1570,223,223,134,1590,Rawah,7745
3065,58,9,210,-7,1091,227,221,128,997,Rawah,7745
2810,316,23,391,67,1851,153,214,198,1019,Commanche,4703
2980,232,13,30,6,3289,198,251,189,1282,Commanche,7202
2315,315,17,67,22,474,174,224,190,865,Cache,4703
2478,45,3,509,122,853,220,233,150,1396,Cache,2717
2997,106,4,323,57,1712,227,234,142,797,Commanche,7756
2720,23,22,242,32,1677,201,187,114,1047,Rawah,7745
3246,0,9,631,-28,2536,207,223,154,408,Commanche,7202
2729,274,27,42,8,1165,138,235,230,1433,Commanche,4758
3096,180,12,421,-12,6415,224,247,154,2746,Rawah,7102
3044,346,38,258,57,2696,123,154,152,2480,Commanche,7757
2788,107,7,0,0,2533,233,232,131,3896,Rawah,7202
2558,332,14,162,13,1383,187,222,174,1426,Commanche,2703
2882,243,13,247,69,1648,195,250,192,792,Commanche,4758
2919,216,6,212,13,5693,214,246,169,2568,Rawah,7746
3124,86,3,342,9,4481,224,234,145,1725,Rawah,7201
3064,24,10,212,49,4834,215,218,139,514,Rawah,7746
2966,253,12,547,102,1510,193,248,193,1362,Commanche,7755
3014,186,18,270,33,1800,220,250,156,1515,Rawah,7745
3143,38,13,391,-1,342,219,212,125,2015,Neota,7757
2709,84,15,60,8,1600,240,213,100,874,Rawah,7102
3027,347,3,42,1,5157,213,234,159,2464,Rawah,7202
2679,44,14,283,71,480,222,208,117,170,Commanche,4703
3158,23,12,360,40,2885,212,214,136,960,Commanche,7700
2883,75,7,437,12,1034,228,228,133,2602,Commanche,7756
3138,57,11,0,0,4699,228,217,121,3005,Rawah,7202
3060,302,9,150,25,2277,196,236,180,1914,Commanche,7756
2722,21,8,30,2,1321,215,223,145,661,Commanche,7755
3262,25,7,768,114,5997,217,225,145,2614,Rawah,7745
2321,143,21,108,37,1454,245,230,103,816,Cache,2704
3027,307,9,467,82,2848,194,235,180,1684,Commanche,7756
3156,22,5,108,14,2496,217,229,149,1950,Rawah,7202
2910,141,23,150,47,1618,247,226,95,2554,Commanche,4758
3212,281,4,0,0,859,209,240,169,1201,Neota,7756
3058,55,11,201,42,1889,227,216,121,3650,Commanche,7700
3203,300,5,190,28,497,205,238,172,1283,Commanche,7202
2863,103,20,295,67,782,249,211,82,924,Rawah,7746
2978,90,9,256,46,4390,235,225,121,1879,Rawah,7746
2854,72,4,418,0,2001,224,232,144,2089,Rawah,7745
3320,221,16,679,99,3554,200,253,187,2589,Rawah,7202
2908,247,13,30,4,4100,192,250,195,579,Rawah,7745
2885,61,31,85,53,395,227,159,41,272,Commanche,7757
3409,355,15,108,34,1731,193,211,155,1956,Neota,8772
2126,296,21,85,16,1121,157,229,210,1288,Cache,6102
2573,187,21,216,66,1947,217,250,157,1712,Commanche,2703
2643,22,15,192,14,2125,209,207,131,2526,Commanche,7700
3110,304,7,60,7,4497,201,237,175,3339,Rawah,7201
3034,235,13,655,134,5799,197,251,190,4094,Rawah,7745
2829,80,7,390,33,2492,229,228,133,1550,Rawah,7745
3087,242,13,268,33,424,195,250,192,824,Commanche,7202
2786,346,29,210,75,3036,152,181,159,1771,Rawah,7745
2727,8,19,277,50,1294,195,199,137,1945,Commanche,7757
2701,23,10,212,0,1566,214,218,139,426,Commanche,7755
3208,231,13,60,10,908,199,252,189,1980,Neota,7202
3250,176,15,485,57,2362,226,247,149,1615,Commanche,7757
3083,59,15,30,-3,779,230,207,105,1358,Rawah,7745
2919,331,10,319,13,2374,197,228,170,2433,Rawah,7202
2883,113,6,201,28,3782,231,234,136,5600,Rawah,7102
2609,214,17,379,70,1549,202,254,183,2026,Commanche,2705
3151,71,14,541,103,1680,235,213,107,3372,Commanche,7700
3281,193,28,255,72,882,204,248,160,997,Rawah,7201
2995,102,10,192,10,3885,238,226,119,5568,Rawah,7745
3182,354,11,0,0,5276,201,220,157,1008,Rawah,7201
3235,78,14,85,9,2704,237,213,104,1651,Commanche,8771
2881,358,26,175,55,2778,169,182,142,2014,Rawah,7745
2569,25,9,153,2,1660,216,221,141,1819,Commanche,2703
3152,267,12,277,20,1224,188,245,196,1878,Commanche,7756
3346,169,17,90,1,2185,230,245,139,3600,Neota,7756
3038,269,11,408,108,6003,191,244,192,1654,Rawah,7745
2965,30,32,162,5,446,192,153,78,1689,Rawah,7745
2599,168,10,240,60,1350,228,244,147,1864,Commanche,2705
3250,82,29,242,7,2222,245,177,42,4417,Neota,7757
2939,311,25,366,170,541,144,212,205,1191,Commanche,7757
2916,39,3,30,0,1224,220,232,149,3103,Rawah,7202
3162,53,20,277,24,5165,227,192,90,1332,Rawah,7201
3293,187,8,997,125,2418,221,246,159,1984,Commanche,7755
2950,107,24,819,317,2592,252,203,64,1689,Commanche,4703
2767,18,8,210,6,2550,214,223,145,1742,Rawah,4744
3031,132,6,67,5,2069,230,237,140,1739,Commanche,7756
2733,346,9,0,0,2796,203,227,162,4849,Rawah,7102
2932,248,16,997,137,2556,184,250,202,1405,Commanche,7790
3095,157,9,60,5,1015,230,242,143,1939,Rawah,7202
2664,299,12,150,35,750,186,235,189,1412,Rawah,7745
3109,319,5,0,0,1358,206,235,168,1366,Neota,7202
2969,317,20,426,200,591,162,218,194,1256,Commanche,7757
3181,263,9,408,6,721,197,245,187,1140,Commanche,7202
2114,90,37,95,63,390,246,154,0,277,Cache,2704
3794,6,16,1068,385,4788,198,207,144,2894,Commanche,8776
3247,279,23,417,145,1110,152,236,221,2014,Rawah,7745
2609,242,13,150,40,1396,195,250,192,1434,Commanche,2704
2992,346,14,228,50,3828,191,217,163,2635,Rawah,7745
3142,76,12,899,26,2234,235,217,111,2998,Commanche,7755
3183,12,22,342,106,4017,191,189,128,571,Commanche,7700
3268,25,13,108,6,3312,213,212,133,2763,Commanche,8772
2955,100,21,582,159,1159,249,207,77,743,Rawah,7745
2338,167,5,90,31,1146,224,242,152,1006,Cache,2704
2618,45,11,391,-21,828,223,217,127,765,Commanche,4704
2755,48,12,30,3,2738,224,213,120,4569,Rawah,7745
3192,19,15,330,44,5468,208,207,133,2431,Rawah,7745
2984,204,19,192,78,2669,205,254,176,1746,Commanche,7757
2837,180,27,150,48,3806,219,244,140,1376,Rawah,7746
2899,94,19,150,38,2996,246,208,83,2122,Rawah,7746
2903,149,22,150,72,5632,243,232,108,4495,Rawah,7746
3004,13,12,552,39,5331,208,216,143,5527,Rawah,4744
2929,25,10,721,131,3241,215,219,140,752,Commanche,4703
2522,338,28,30,13,1565,147,188,172,499,Commanche,4703
3300,290,7,95,8,3071,200,239,178,752,Commanche,7756
2806,24,6,90,8,2945,217,227,147,4589,Rawah,7745
3212,153,2,424,31,5801,222,239,153,2431,Rawah,7201
3213,219,6,67,10,4830,213,246,169,510,Rawah,8771
3134,70,16,283,59,5085,235,208,100,3065,Rawah,7746
3317,167,16,552,38,4155,232,244,138,2116,Commanche,8771
2872,112,14,124,21,2932,243,225,108,2708,Rawah,4744
3249,127,21,216,24,2018,249,221,90,134,Commanche,8772
3062,135,13,1235,264,3214,240,234,120,1168,Commanche,7790
3031,211,13,841,164,5917,209,252,177,3670,Rawah,7102
2962,301,16,691,316,1503,174,232,197,1959,Commanche,7755
3291,141,13,424,68,3092,238,236,125,2911,Commanche,7756
2916,111,30,124,58,853,254,193,44,1746,Commanche,7757
2741,107,5,570,117,1401,229,234,139,730,Rawah,7202
3098,81,11,234,38,2334,235,221,117,1173,Rawah,7745
2873,310,11,150,27,2814,190,233,183,2275,Rawah,7745
2826,85,18,150,28,837,243,206,86,256,Commanche,7757
3069,150,13,108,-3,2296,236,239,130,3501,Commanche,7700
3208,93,20,42,4,1790,247,205,78,1622,Neota,7202
3001,104,14,67,3,4135,243,221,104,3945,Rawah,7745
2933,305,19,212,7,1466,165,226,201,1357,Rawah,7746
3302,69,7,361,122,5350,227,227,134,1231,Rawah,7745
3248,148,3,433,21,4476,224,239,151,2195,Rawah,8771
2966,305,10,240,43,1513,193,235,182,659,Commanche,7756
3103,9,22,648,36,3620,190,191,132,2839,Rawah,7745
3234,353,10,210,69,3479,203,222,158,2605,Commanche,7755
2455,294,23,285,-7,150,151,228,214,576,Cache,4703
3008,62,5,256,24,4067,224,230,142,1471,Rawah,7745
2955,135,2,150,-3,3629,223,238,151,6091,Rawah,7745
2839,144,15,306,86,3274,240,236,120,2941,Rawah,4744
3188,99,3,424,11,5219,224,235,146,2324,Rawah,7201
3000,277,18,258,65,3268,169,240,210,1800,Commanche,7700
3362,42,18,210,13,1950,220,197,106,4929,Neota,8772
2461,224,32,67,29,1150,162,250,207,1224,Commanche,2704
2867,356,6,210,65,2069,210,229,157,2725,Rawah,7745
2970,344,16,335,8,2122,185,213,165,3046,Commanche,7756
3206,210,7,153,0,853,215,246,167,2326,Commanche,7202
2817,72,21,268,145,1261,239,195,77,808,Commanche,4758
2533,20,24,90,21,1215,195,181,113,789,Commanche,4703
3249,245,22,124,27,1976,170,251,213,3991,Neota,7201
2610,31,11,42,-2,1616,217,217,134,1318,Rawah,7745
2894,167,13,247,39,2373,230,244,144,2227,Commanche,7702
2984,338,8,85,0,2012,202,228,165,607,Commanche,7755
2483,184,29,30,-20,474,213,245,146,1053,Commanche,2704
2747,42,11,295,-3,1333,222,215,127,1224,Rawah,7202
3060,31,12,420,-35,4011,216,213,130,4912,Rawah,7745
2223,290,19,323,156,531,165,234,208,228,Cache,2703
2767,74,12,272,50,532,235,216,111,2525,Rawah,7745
3151,153,14,30,2,691,237,240,130,2527,Rawah,7201
2971,258,10,853,129,2798,195,246,189,1518,Commanche,7702
3039,84,24,446,100,1437,245,192,63,2335,Commanche,7757
2620,102,17,42,9,1839,246,216,93,757,Commanche,4704
2138,31,17,319,74,492,213,200,118,947,Cache,2706
2879,150,13,85,26,3353,236,239,130,2672,Rawah,7745
3137,177,9,335,65,162,225,246,153,1746,Commanche,7202
3131,18,2,108,16,1036,218,235,155,1473,Commanche,7202
2642,187,12,134,30,1583,221,249,159,242,Commanche,2705
3110,104,19,277,81,2506,249,212,83,3271,Rawah,7745
2988,326,22,488,100,3271,160,209,186,1762,Commanche,7700
3132,308,8,95,37,4476,199,235,176,1347,Rawah,7745
3118,331,29,182,81,3124,139,190,183,2826,Commanche,7700
3385,319,9,430,90,1259,198,232,174,2992,Commanche,8776
2977,169,8,162,38,1595,226,244,151,537,Commanche,7756
2985,41,15,240,-9,4339,221,205,116,2287,Rawah,7745
3314,4,16,124,-10,3833,198,208,146,3891,Rawah,8771
2394,91,23,60,18,577,248,198,67,1329,Cache,2705
2792,113,11,30,5,663,239,229,119,134,Rawah,7746
3104,292,3,0,0,966,212,238,165,2563,Rawah,7746
3187,25,11,395,120,2052,215,216,137,2173,Commanche,7757
3112,24,9,270,64,1655,216,222,142,553,Commanche,7756
3425,153,16,324,196,3718,238,239,126,3167,Commanche,8772
2893,41,15,324,90,2318,221,205,116,1423,Commanche,7757
2638,31,11,153,5,3360,217,215,132,2898,Commanche,4704
2883,8,19,577,188,2624,195,199,137,1994,Rawah,7745
2962,12,13,85,11,4806,206,212,142,4068,Rawah,7745
3246,133,17,324,65,1754,245,229,107,1350,Neota,7757
2982,42,7,335,23,3615,221,225,138,5444,Rawah,7745
2753,45,1,242,2,1825,219,236,154,666,Rawah,4744
2823,178,12,90,4,2732,225,247,152,4080,Rawah,7746
2701,51,19,162,4,1114,226,196,97,1680,Commanche,7755
2826,102,15,283,38,1180,244,219,99,1388,Commanche,4704
2992,326,14,323,77,2885,185,224,178,1434,Commanche,7756
2430,142,14,323,89,871,239,236,123,1242,Commanche,2703
2969,92,21,242,10,485,247,203,74,488,Rawah,7745
2893,170,7,390,40,2698,225,243,152,2397,Rawah,7202
2861,45,12,390,61,1559,223,214,123,2795,Commanche,7757
2333,347,25,212,136,1396,164,191,159,931,Cache,4703
2904,71,18,300,87,331,237,203,90,1368,Rawah,7745
2871,343,18,150,25,2739,181,210,165,2508,Rawah,7745
3289,323,16,469,150,2547,178,222,183,212,Commanche,7757
3421,161,11,1053,72,3372,231,243,142,990,Commanche,8707
3054,1,16,300,4,3985,196,209,149,3627,Rawah,7745
2961,92,20,150,-29,732,246,205,79,779,Rawah,7745
2941,34,9,170,1,1395,219,221,138,371,Commanche,7756
2178,296,37,124,97,1376,93,200,233,918,Cache,4703
3257,13,8,95,6,4204,212,223,148,1722,Rawah,7202
2935,41,9,228,40,693,221,221,134,1710,Commanche,7756
2975,0,8,0,0,6017,208,225,154,3395,Rawah,7102
3215,170,7,190,13,2438,225,243,152,1423,Commanche,7202
3251,144,13,534,48,1556,238,237,127,1406,Commanche,4758
3112,264,12,190,6,1326,189,245,195,2526,Commanche,7757
3061,244,7,324,32,3078,206,246,178,808,Commanche,7756
2932,102,22,42,2,661,251,204,70,2349,Rawah,7745
2302,350,20,450,202,660,178,201,158,350,Cache,2717
2895,45,11,85,2,878,223,217,127,2081,Commanche,7700
2672,87,15,0,0,1411,241,213,98,722,Rawah,7202
2944,358,8,30,4,3060,208,226,155,1298,Commanche,7102
2844,89,18,323,56,1203,244,208,87,1451,Commanche,4703
3146,246,20,270,36,1323,175,251,210,2535,Commanche,7757
2615,246,29,120,72,1443,147,247,227,1316,Commanche,2704
2882,228,21,300,125,1598,184,254,200,1476,Commanche,7757
2978,232,22,495,158,1295,178,253,206,247,Commanche,4758
3004,347,15,60,14,258,190,214,162,1742,Commanche,7201
3123,54,13,285,48,4255,227,211,115,3404,Rawah,7201
3294,308,6,335,87,1080,204,236,171,2268,Rawah,8776
3058,239,13,553,147,5219,195,251,193,674,Rawah,7745
3336,195,5,582,41,972,219,244,160,1312,Commanche,7756
3413,303,17,1060,286,4114,171,230,198,2554,Commanche,7709
2807,68,13,85,7,3268,233,214,111,5609,Rawah,4744
2952,69,7,376,13,4616,228,226,131,3334,Rawah,7202
2814,330,27,85,42,3776,145,195,184,5702,Rawah,7745
3167,0,14,816,150,1786,199,214,151,2384,Commanche,7755
2949,346,14,361,75,849,192,217,162,1836,Commanche,7755
2965,97,10,402,44,5191,237,225,119,2739,Rawah,7746
2800,63,7,175,0,1182,226,226,134,2556,Rawah,7745
2820,11,16,153,32,1158,201,205,139,3112,Commanche,7700
2986,0,11,42,6,3797,203,219,153,2424,Rawah,7202
2747,259,28,390,202,1215,140,241,232,1448,Commanche,7757
3224,58,9,95,-3,2955,227,222,129,2561,Rawah,7745
3284,20,6,175,-6,1517,216,228,149,3279,Neota,7202
3161,163,5,90,20,2535,225,241,151,997,Commanche,7202
2931,11,10,579,100,2892,209,220,147,3362,Rawah,4744
